x,y,z,resultado_esperado1,resultado_esperado2
5.130575447507105480e+00,2.479184228372009358e+00,3.755943268296685122e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.080319687517808047e+00,4.646571383885405027e+00,1.903911634191248536e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.199162596387428614e+00,3.526991379779647495e+00,2.352907271051151383e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.982073774677788336e+00,2.901864939273554267e+00,4.144146497739565227e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.629437254697525539e+00,2.030749737921710985e+00,1.963583781174428999e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.244926533843949024e+00,2.088811127683003921e+00,3.443367359531095850e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.513559811319367121e+00,3.489456380765460164e+00,2.414206187517377256e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.800862776175369051e+00,2.263663685881874610e+00,3.370347230417281903e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.622449925048892405e+00,3.225103151553756042e+00,3.100873845584075195e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.613520051866352389e+00,2.789258832118903353e+00,2.464776766789442686e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.923185173065921072e+00,6.399372296551031347e-01,2.485812644744533451e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.119367396353132094e+00,4.248959588233823581e+00,4.178074892459610723e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.138720817544101482e+00,3.322570488139526823e+00,2.682835231199277359e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.598626523792462173e+00,1.800360913524724493e+00,2.592995700590557728e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.700779100385404696e+00,2.977173194216900853e+00,1.684563997207869201e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.179131438239416685e+00,3.543155641555835178e+00,3.630777026234522697e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.956434156827473458e+00,4.741569620787309702e+00,1.459703003357343931e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.368430140375272330e+00,4.180932597710120824e+00,2.993286063198800306e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.898813766681104021e+00,4.023314691712834623e+00,2.307910733058634811e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.930212579265449424e+00,3.878506549441226969e+00,3.142728014692534266e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.679362431877593709e+00,3.781127139854169705e+00,2.046840160157981536e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.639733209722770368e+00,2.549153834261229434e+00,4.565765818738704240e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.147706261296547403e+00,2.599461523267042828e+00,3.262824752107054138e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.395245226584763021e+00,3.228440825606632814e+00,4.217727203402868774e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.670843908838710590e+00,2.370384411686804693e+00,6.328090747544418804e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.941842077908210840e+00,3.205361696877845112e+00,1.641535790663532390e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.653969560236410619e+00,4.151410527774382686e+00,2.228559431270604740e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.615848097069638278e+00,1.309329330352836607e+00,5.537410596021794085e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.904736336535088892e+00,3.741905892198584827e+00,2.233556554349531265e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.574107352870621312e-01,2.836322782854113100e+00,2.336044518161470407e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.090298348575722276e+00,1.826993603584358805e+00,4.220264388576789649e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.558144921928108051e+00,4.171694289103192510e+00,2.259717151195771656e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.514656529334089008e+00,3.263364412257292457e+00,2.059771796135118294e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.951538763234459850e+00,2.138029227894465478e+00,2.131708633897313021e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.366244873929963743e+00,3.821889265216522169e+00,3.365688195599125798e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.640097030441680204e+00,1.646449494325854968e+00,4.632441923966671204e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.325545271877798470e+00,2.129215473890571086e+00,3.062107978957554710e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.250994827906080964e+00,1.627944616785832466e+00,1.578345486461213865e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.997753703608270870e+00,4.107262836182586696e+00,1.965634240063704796e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.148923372107022001e+00,4.749788493035940640e+00,2.364125507271697124e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.563414352082555858e+00,2.329474694951818137e+00,3.261453944159005580e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.957701654215517451e-01,5.070873548123993046e+00,2.081771055564260564e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.859130259772943106e+00,3.143323291746701109e+00,2.996776934248600810e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.605282550367238770e+00,4.160000308628151622e+00,2.868312758704216758e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.851190289885192186e+00,2.737693036164434712e+00,2.508439160732029993e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.089949977227529399e+00,2.138686352987148265e+00,2.671492448170223355e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.648452974659863290e+00,1.215316555497433226e+00,3.784307784130943819e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.158429287229773230e+00,2.454465411566954636e+00,4.586337084202581238e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.469490953813921585e-01,3.030326413700327404e+00,4.077268246612430147e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.351103762814520381e+00,2.409815493807346165e+00,3.490428268929014699e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.899627318220353800e+00,1.521879666089984928e+00,3.905837870725713756e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.996997527626874103e+00,2.846293107486759677e+00,1.248456865833657004e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.581208824301160387e+00,4.439980882335547996e+00,3.849440716758225633e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.521190746036861885e+00,3.562644448760668325e+00,4.039727009665004864e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.841566843171695611e+00,1.764732436663297488e+00,3.439601340994883572e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.017129362462692033e+00,3.853687405120316711e+00,1.755690034969804803e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.036954292764973751e+00,1.671767997284330454e+00,3.030581647838266779e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.938189467113390130e+00,3.702254100082639887e+00,1.596235919086125721e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.301383032965291342e+00,2.394337570531574588e+00,4.402629443969287237e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.592465015921703753e+00,3.824772510185799224e+00,1.877381113782195854e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.523873875351082319e+00,3.517968331543738003e+00,3.635435711048959018e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.088431088287038939e+00,3.764728417902542645e+00,3.308258760237993368e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.084905645450394029e+00,2.597676601507628025e+00,3.013037416001705715e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.085192936979815670e+00,3.469843291822546583e+00,3.398279798377036531e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.211651437070447201e+00,3.176550686092737052e+00,3.506902476392038892e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.731556562140350586e+00,3.101498666666374859e+00,4.894760495918456300e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.871861978993222486e+00,3.253211292754647488e+00,1.948314040784845380e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.783765765395832759e+00,2.780053747773748807e+00,2.920470112148192410e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.437725064464331126e+00,4.228881034538697570e+00,3.663972817632580092e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.263626865863556548e+00,1.280937223032906358e+00,3.555550463272969530e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.033141991403429216e+00,2.000841529402976438e+00,4.286816318266644110e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.872939195324627715e+00,2.084934839787835337e+00,1.427758407104177341e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.250282320774288358e+00,1.502616262564574923e+00,5.549527471880093543e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.879144315531764420e+00,3.678596826440007739e+00,3.531578909287685697e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.070116010951639440e+00,3.637385026068279181e+00,1.175052538446671457e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.555823613637157710e+00,3.035487304971166811e+00,2.377115924985975237e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.083685978148293927e+00,2.969383893986948575e+00,2.715866627359015073e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.786406965450867634e+00,2.863963422862334962e+00,3.494240870624051976e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.004194143114066406e+00,1.791640948536449285e+00,3.065506636721162970e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.123351174650823125e+00,3.232269773559671044e+00,3.910288772680433844e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.167358611294964987e+00,9.554232483131039899e+00,5.538191719667350021e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.826725481046759469e+00,9.999411948630026359e+00,7.405855542019757820e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.692947422263882729e+00,9.582817813446732558e+00,9.530571292467094224e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.061472988252980088e+01,9.682800621109008077e+00,7.411605781486581002e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.636710609912560344e+00,9.241056064070356513e+00,1.074822590922669718e+01,0.000000000000000000e+00,1.000000000000000000e+00
8.138005740470253713e+00,8.788093561070034809e+00,9.918718647912454500e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.795389885782249451e+00,9.052021252971298892e+00,1.076717590596302365e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.187306524001230379e+01,6.493860245334941439e+00,1.015900298373825983e+01,0.000000000000000000e+00,1.000000000000000000e+00
9.049683037582484602e+00,7.492681329664457657e+00,9.270202223670114705e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.232393065813075950e+00,7.538193753122893526e+00,9.233404335566889998e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.365791214719447311e+00,9.321706545922262777e+00,9.029385784987558949e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.097366873889768790e+01,9.179925963981991899e+00,1.035681126181708400e+01,0.000000000000000000e+00,1.000000000000000000e+00
7.343314435388869299e+00,9.630129371195506494e+00,8.081141946070108162e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.838228767026764743e+00,9.428322576156515922e+00,7.448254531462680461e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.057638627283683164e+01,8.022089346303662438e+00,9.728944720812249258e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.534077142443470265e+00,9.902930205847814804e+00,8.287237763041305882e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.449082549854354696e+00,1.002643352825825040e+01,7.428473792186697899e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.114643235091473450e+01,8.488502196893442431e+00,1.094836850900139424e+01,0.000000000000000000e+00,1.000000000000000000e+00
8.522127917479798143e+00,1.071383454816848335e+01,8.767230929958119034e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.404239664605805515e+00,8.646396319344244574e+00,9.301484607347006772e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.080888849907868732e+01,8.134948549650310667e+00,9.652242950022593249e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.435679223993155063e+00,7.916654046195139571e+00,1.003130055622268557e+01,0.000000000000000000e+00,1.000000000000000000e+00
8.331917019022046844e+00,9.022137659903719964e+00,1.015315517317952398e+01,0.000000000000000000e+00,1.000000000000000000e+00
9.198798901454152244e+00,9.084125750176232472e+00,8.930792670151701529e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.246310660130685477e+00,8.610999199142511884e+00,8.869053927216391742e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.699007847153833239e+00,8.884189614370386678e+00,1.077058680454916306e+01,0.000000000000000000e+00,1.000000000000000000e+00
8.537071810473658928e+00,9.379229642904837405e+00,1.058739148238197458e+01,0.000000000000000000e+00,1.000000000000000000e+00
8.612670504808979999e+00,8.082648619231127540e+00,8.324744024438434309e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.402292128303390228e+00,9.291451243899299328e+00,9.039325889866594466e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.131602827161007241e+00,7.187987084315945907e+00,9.513669936610325450e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.305378964883438186e+00,8.969480700758470704e+00,1.037133253534653399e+01,0.000000000000000000e+00,1.000000000000000000e+00
7.936358337571604693e+00,9.978152197250420130e+00,8.818258456941482137e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.616702168692113695e+00,9.667718536114826122e+00,6.595444994345312395e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.933325894468767459e+00,1.011655005910560412e+01,8.545313946259216920e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.910324667864943038e+00,9.261449899130381525e+00,9.970635815824941517e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.859200984807902302e+00,7.965272551781144905e+00,1.046029394360252951e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.006237161335000785e+01,8.868792208582286563e+00,9.728333114319797303e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.890560883168392436e+00,8.936475408638155926e+00,8.552207484773466817e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.475268448192677440e+00,9.660005825054344797e+00,9.651407905267177512e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.977231191389581255e+00,1.026729913410343009e+01,7.643362416769322820e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.727769002357449679e+00,1.000297729274512903e+01,9.134473466905143724e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.444349036469064984e+00,8.803353278622752853e+00,1.103910836475158241e+01,0.000000000000000000e+00,1.000000000000000000e+00
9.655877996785537931e+00,9.511417255433041618e+00,1.011148407911051805e+01,0.000000000000000000e+00,1.000000000000000000e+00
8.937704014071709224e+00,6.980611584749881970e+00,1.066542760095945575e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.055737196983749016e+01,9.588382492181002803e+00,8.115563556043612792e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.169668521104604508e+00,9.876871600568497556e+00,9.391106942361897580e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.649092790751111259e+00,9.881342317087625560e+00,8.486456493160163816e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.340070216190772712e+00,8.709088253692879533e+00,7.912343503222987628e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.010590687308455848e+01,9.398962506482700263e+00,9.777115739244171877e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.875529884695418481e+00,7.422511612433302375e+00,9.918123965871053827e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.046600322404180616e+01,8.808467629651410391e+00,9.647714094586945066e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.244625568996273302e+00,7.639889100190528026e+00,8.700692962676860986e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.269060286254045877e+00,7.104664554619081862e+00,1.115345645145263731e+01,0.000000000000000000e+00,1.000000000000000000e+00
9.364415240480637337e+00,9.420688113106800543e+00,9.214184776152929857e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.722833854966566491e+00,8.046150949132284680e+00,9.602791888651182717e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.893494455497982898e+00,8.728795460959469565e+00,1.177366019725865876e+01,0.000000000000000000e+00,1.000000000000000000e+00
9.059283234216849223e+00,1.062378357393778039e+01,8.791265286352945907e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.707196661976475127e+00,8.634909564113810276e+00,8.403721434495537324e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.907925070947673163e+00,8.312617862106288058e+00,9.907656444820460706e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.777307965880876139e+00,8.424478739594388088e+00,1.044918726488715599e+01,0.000000000000000000e+00,1.000000000000000000e+00
8.095735954374740473e+00,9.487985326217007298e+00,6.870792301034933658e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.157630502594184208e+00,7.953885229736970430e+00,9.298509179484190312e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.578287919645729787e+00,9.183436857609541093e+00,9.171628549177286871e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.066207801453615289e+01,8.396737829749167048e+00,8.277455050585363239e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.154280030764248011e+00,1.004994279209486052e+01,6.660381426527706594e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.619946316557182797e+00,7.339964450596792034e+00,9.830417670654895801e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.941427998816646294e+00,7.429440126779106812e+00,9.979842528189081463e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.655618664437195520e+00,8.827809476304098624e+00,8.743108257767357117e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.211388173480203889e+00,8.467844315899682783e+00,8.031571833976487440e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.598016182976657262e+00,9.057505447992294734e+00,1.055968224086255702e+01,0.000000000000000000e+00,1.000000000000000000e+00
9.490582741031074576e+00,9.532054492150946245e+00,1.005379132340836001e+01,0.000000000000000000e+00,1.000000000000000000e+00
7.970447068700446280e+00,9.255895116758507513e+00,8.337414725245540836e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.134733535619812450e+01,8.796650842699701656e+00,9.552940308328519592e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.397920635271574952e+00,8.710629560570767538e+00,8.422309885818567210e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.397738517789170132e+00,8.340640003738354125e+00,9.568471560472275428e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.240668608233251646e+00,9.518349962852285628e+00,1.015672856648541611e+01,0.000000000000000000e+00,1.000000000000000000e+00
9.863614778792092253e+00,9.225160080002885010e+00,8.953231062567009957e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.330050810833091290e+00,7.745063402838029631e+00,9.023762871911095829e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.675412357590166046e+00,8.864975168172998465e+00,9.732618731194634165e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.741294315204602761e+00,8.350523801557770298e+00,8.893849894826495017e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.118129199592138079e+00,1.012899640310527793e+01,7.440280112754131814e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.683553784140132237e+00,9.532783687943027218e+00,9.843779010345972580e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.618543895834362090e+00,9.459236911272636661e+00,8.108744703599761294e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.406020322512214094e+00,9.890230274837893631e+00,8.165070135112484806e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.589849852763380866e+00,8.636724815677883527e+00,9.484257892017838643e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.036998317803666048e+01,7.880016304510873759e+00,9.386403228546724264e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.340959798789587154e+00,1.022492635975426190e+01,9.752794115842215561e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.711692340192895401e+00,1.017455939730432668e+01,8.937189240704467963e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.934191077303386130e+00,9.172936158302269050e+00,9.579085912064938313e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.472745620935810962e+00,9.087224373913656450e+00,8.385546705938219603e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.016064022453901217e+01,7.811029942133060899e+00,9.651184148199577706e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.606506145459970725e+00,8.262735992989256317e+00,8.925525653715633112e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.066368316368754066e+00,8.932549199545421814e+00,9.321217604697860537e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.904756613586673808e+00,9.985665147093643057e+00,9.103997076932024868e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.030083421192712478e+01,8.230615481499993891e+00,9.546332668720754810e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.794042038954801299e+00,8.805937397389001831e+00,9.769445193404628469e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.925331197047398746e+00,9.711217007287036296e+00,8.190348056326726578e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.591156587613436812e+00,9.291029262819964885e+00,9.019269098479956170e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.023375002598248784e+01,1.023164263258308537e+01,8.884245403624623449e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.291847989700302790e+00,8.526342763866672669e+00,1.007921234388557963e+01,0.000000000000000000e+00,1.000000000000000000e+00
3.621567156862753656e+00,8.458127543207551113e+00,7.672603915731794899e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.792531133758470396e+00,8.330314818597477355e+00,9.061568413799301780e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.415158767483383428e+00,9.555499481792843142e+00,1.133620650526805029e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.273343562464545720e+00,9.607632703020865250e+00,8.364478846603745410e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.046593303631092819e+00,8.893736023927171885e+00,8.203768681673144769e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.925012814841085440e+00,7.180094945925676875e+00,8.670513933462441258e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.837323386892189880e+00,7.674228319505957074e+00,9.985250546235459268e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.718834034664370236e+00,8.287963095443776851e+00,1.013739607764039263e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.967441836278774225e+00,9.239147673463710575e+00,1.007427706973120429e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.088921731786657077e+00,8.135666967901503455e+00,7.245973360239865713e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.925064139088085380e+00,9.738460710195038672e+00,9.005407358363990866e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.377443859780422386e+00,6.408170242018078611e+00,1.027500473951908155e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.520976355815832015e+00,1.048376382062745549e+01,7.532480275535657910e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.034081676520361093e+00,8.866610841130091458e+00,9.035704251140382226e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.696028142775447556e+00,7.388131871150374508e+00,8.139251440840073570e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.550944110945515320e+00,9.768544596746281172e+00,7.658797702413452591e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.784067900803294027e+00,8.314243157047055632e+00,7.527704969867571982e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.318025142521937365e+00,7.913790252784710155e+00,1.047108856715817993e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.348364090929569770e+00,7.368070300130273864e+00,8.574716195986445300e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.970120176975709292e+00,6.871208199706451580e+00,8.824103632024561605e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.949944544178137562e+00,1.018911953599673303e+01,8.916574855178650338e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.300402004955981461e+00,9.058745112328653093e+00,8.569808202674144226e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.040639385924161608e+00,9.423361874148412198e+00,8.964333095515323535e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.130960411713953562e+00,8.874870175370286773e+00,9.656921638692676169e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.058943927841258681e+00,8.681921917833722802e+00,1.012991625803131868e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.613389423884086682e+00,7.700956606498670531e+00,1.077264107589897613e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.694129718913543137e+00,9.365286116771200042e+00,8.759231487090374912e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.595303962236740203e+00,7.678984764217894110e+00,8.590831034459030846e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.810773611628133217e+00,7.052976434146889240e+00,9.783563398844771442e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.296113322926604638e+00,9.842109967696920592e+00,9.360858418762770583e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.928363569685087153e+00,8.840084208881428651e+00,8.505483163962921367e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.190957878545191306e+00,9.146977357815172738e+00,8.721206811955259042e+00,0.000000000000000000e+00,0.000000000000000000e+00
